Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality,weighted_pollution,pm_fine_ratio,population_exposure
33.6,63.7,4.7,13.0,24.8,2.7,1.46,6.5,368,Moderate,11.010000000000002,0.36153846153846153,17170.88
27.9,104.7,7.3,17.6,28.4,17.3,2.43,5.0,505,Poor,15.61,0.41477272727272724,36880.15
21.5,51.7,5.2,11.1,22.5,3.9,0.87,11.7,497,Good,10.3,0.4684684684684685,21654.29
30.9,98.0,78.8,93.2,27.2,10.7,1.73,5.6,472,Poor,65.99,0.8454935622317596,99889.35999999999
23.8,72.4,2.9,9.6,23.0,3.5,0.95,10.9,384,Good,8.99,0.3020833333333333,15340.800000000001
33.5,77.4,14.6,23.4,29.4,7.5,1.59,6.1,480,Moderate,19.49,0.6239316239316239,36715.200000000004
24.2,69.8,4.9,9.5,18.5,3.3,1.03,16.0,423,Good,8.840000000000002,0.5157894736842106,15748.29
31.3,68.9,31.4,32.5,32.7,6.6,1.65,8.0,489,Moderate,29.51,0.9661538461538461,51271.65
28.2,86.1,47.1,62.3,36.7,11.3,1.81,7.5,551,Poor,46.00000000000001,0.7560192616372392,87724.71
32.5,56.9,2.4,25.1,23.2,13.4,1.61,5.3,451,Moderate,14.469999999999999,0.09561752988047807,29635.209999999995
18.4,75.1,10.7,15.3,17.4,5.8,1.03,12.5,553,Good,12.930000000000001,0.6993464052287581,27777.190000000002
26.7,71.4,9.4,22.3,31.4,10.3,1.55,7.7,688,Moderate,17.76,0.42152466367713004,51565.6
30.0,86.0,8.3,20.4,21.4,10.2,1.59,7.2,733,Moderate,14.739999999999998,0.40686274509803927,45365.37
34.9,95.7,44.1,70.5,39.6,30.4,2.09,5.8,745,Hazardous,49.75,0.625531914893617,139084.05
30.7,61.2,2.6,15.9,20.5,4.2,1.77,5.3,449,Moderate,10.33,0.16352201257861634,20191.530000000002
30.6,44.2,12.0,16.4,14.7,2.9,0.99,12.1,569,Good,12.949999999999998,0.7317073170731708,26737.31
39.3,76.0,38.4,49.6,23.5,26.8,2.06,3.4,452,Poor,37.62,0.7741935483870968,63442.72000000001
25.4,59.3,5.6,8.4,11.9,4.3,0.9,10.4,465,Good,7.57,0.6666666666666666,14461.5
33.3,80.0,33.8,48.2,38.3,3.7,1.61,5.1,507,Poor,36.01,0.7012448132780082,63684.27
25.5,85.4,13.3,26.0,35.7,9.6,1.54,6.6,662,Moderate,21.220000000000002,0.5115384615384616,57024.68
32.6,79.8,33.1,45.2,32.1,5.2,2.61,4.2,731,Poor,33.74000000000001,0.7323008849557522,86411.51000000001
29.9,56.3,13.9,16.1,13.0,3.3,0.99,10.2,519,Good,13.32,0.8633540372670807,24543.51
32.2,61.5,7.1,18.6,16.1,14.5,1.52,7.3,539,Moderate,13.09,0.3817204301075268,31164.980000000003
30.4,57.7,12.2,28.7,37.2,25.0,1.95,3.9,749,Poor,23.43,0.4250871080139373,78682.45000000001
26.6,70.9,5.9,18.2,26.9,11.7,1.5,5.3,573,Moderate,14.37,0.3241758241758242,36786.59999999999
25.2,71.0,10.8,14.9,14.6,5.8,1.05,12.6,479,Good,12.29,0.7248322147651007,22584.85
25.6,66.0,0.8,6.7,16.0,7.0,0.84,11.7,431,Good,6.23,0.11940298507462686,13507.539999999999
37.8,70.3,16.7,29.9,35.9,22.1,2.16,4.1,529,Poor,25.04,0.5585284280936454,56476.03999999999
23.6,50.5,19.6,25.4,21.6,5.0,0.96,10.5,294,Good,20.28,0.7716535433070867,21332.639999999996
28.2,59.2,12.7,21.2,21.7,10.2,1.3,5.2,565,Moderate,16.8,0.5990566037735849,37911.5
44.2,63.5,120.8,137.5,38.7,22.6,1.41,3.4,707,Poor,99.57,0.8785454545454545,226954.07000000004
30.1,54.1,16.8,24.6,16.8,8.2,1.02,11.1,201,Good,18.28,0.6829268292682926,13551.42
26.4,78.1,1.8,9.9,27.0,6.6,1.06,14.6,552,Good,9.75,0.18181818181818182,25590.72
26.9,51.6,6.9,7.4,24.6,5.1,1.06,13.1,534,Good,10.410000000000002,0.9324324324324325,24062.04
32.8,62.4,24.0,42.7,32.9,25.0,2.29,6.2,415,Poor,31.490000000000002,0.5620608899297423,52659.35
22.9,64.5,2.3,8.8,11.3,7.2,1.13,11.2,361,Good,6.54,0.2613636363636363,11093.53
30.4,56.5,5.9,14.5,23.7,6.4,1.24,6.7,410,Moderate,12.09,0.40689655172413797,21213.4
23.1,63.0,9.9,17.8,25.0,5.4,1.03,10.2,403,Good,14.84,0.5561797752808989,23829.39
28.2,78.9,0.1,6.9,26.0,10.4,1.55,6.5,679,Moderate,8.350000000000001,0.014492753623188406,30521.049999999996
26.7,60.0,7.1,11.0,20.2,5.9,1.01,10.8,349,Good,10.77,0.6454545454545454,15778.29
33.4,85.5,55.9,60.9,36.0,10.2,1.64,3.7,698,Poor,48.85,0.9178981937602627,114918.71999999999
22.5,67.1,2.9,9.5,16.5,8.5,1.17,12.6,226,Good,8.16,0.30526315789473685,8716.82
37.9,89.7,3.1,18.3,36.7,4.7,2.72,2.6,592,Hazardous,14.540000000000001,0.16939890710382513,38787.840000000004
25.1,66.6,38.5,43.4,18.5,4.3,0.92,12.0,326,Good,32.550000000000004,0.8870967741935484,34432.12
31.6,84.6,102.4,137.1,49.3,15.6,2.11,3.8,777,Hazardous,93.51,0.7469000729394604,238158.27
18.5,54.0,5.2,7.7,22.7,3.9,0.86,14.1,415,Good,9.32,0.6753246753246753,16749.4
22.7,44.0,13.0,16.1,16.1,3.4,0.95,12.9,330,Good,13.590000000000002,0.8074534161490683,16351.500000000002
30.8,60.3,36.6,44.7,25.3,12.1,1.84,5.1,386,Moderate,34.32,0.8187919463087248,46528.44
29.3,67.0,53.8,67.0,18.1,13.3,1.3,9.1,336,Moderate,46.56999999999999,0.8029850746268656,51576.0
36.1,61.6,1.1,10.7,21.5,8.5,1.76,7.0,567,Moderate,8.799999999999999,0.10280373831775702,24698.519999999997
34.8,61.8,6.8,15.5,23.5,9.6,1.47,6.0,404,Moderate,13.030000000000001,0.43870967741935485,22975.48
40.6,77.3,18.7,37.5,36.1,28.7,2.23,6.9,555,Hazardous,28.820000000000004,0.49866666666666665,68392.65000000001
23.6,55.5,2.7,7.8,20.8,5.6,1.04,10.6,481,Good,8.14,0.3461538461538462,18249.140000000003
27.6,89.1,23.7,36.4,35.4,17.2,1.79,4.2,817,Poor,29.199999999999996,0.6510989010989011,93538.33
19.0,55.4,9.4,14.5,24.3,4.5,1.03,10.6,478,Good,13.419999999999998,0.6482758620689656,25682.940000000002
29.6,53.8,10.8,18.5,25.5,4.8,1.53,5.8,436,Moderate,15.450000000000003,0.5837837837837838,26652.68
34.2,62.7,40.0,50.3,23.8,9.3,1.5,5.1,416,Moderate,36.779999999999994,0.7952286282306164,51958.399999999994
39.6,94.6,10.4,33.3,28.4,17.3,2.11,3.8,533,Poor,21.56,0.3123123123123123,48774.83
30.9,74.6,24.0,28.9,23.6,7.7,1.01,10.7,217,Good,23.76,0.8304498269896194,18490.570000000003
31.4,78.3,8.2,14.1,23.5,5.6,0.87,11.2,225,Good,12.770000000000001,0.5815602836879432,11760.75
39.2,108.0,73.5,88.5,34.0,15.8,1.96,6.2,734,Hazardous,64.33,0.8305084745762712,156899.84000000003
33.6,88.9,23.3,40.6,31.1,13.5,2.29,7.3,405,Poor,29.07,0.5738916256157636,44869.950000000004
22.4,54.5,0.0,4.6,20.6,7.5,0.74,11.4,326,Good,6.25,0.0,10901.440000000002
30.2,77.9,28.8,37.8,31.5,6.9,1.5,9.1,356,Moderate,29.85,0.761904761904762,37914.0
20.7,48.7,5.9,11.1,14.7,6.9,0.89,11.7,581,Good,9.319999999999999,0.5315315315315315,22943.69
27.0,45.3,1.8,14.1,34.1,11.4,1.64,6.5,615,Moderate,12.91,0.12765957446808512,38769.600000000006
33.7,67.9,1.4,13.4,26.2,16.4,1.84,4.9,742,Poor,11.46,0.1044776119402985,43956.08
26.0,81.8,8.4,20.4,28.8,5.6,1.49,5.5,596,Moderate,15.800000000000002,0.411764705882353,38555.24
30.0,58.9,10.5,25.9,33.6,12.6,1.28,7.2,347,Moderate,19.95,0.40540540540540543,29106.359999999997
29.7,93.5,2.9,21.9,30.5,10.0,1.79,3.7,816,Poor,14.83,0.1324200913242009,54745.44
37.7,93.3,115.9,145.3,33.2,16.2,2.0,8.2,374,Poor,98.21000000000002,0.7976600137646249,116912.40000000001
44.9,82.7,33.8,51.4,32.1,14.7,2.49,3.8,514,Hazardous,36.83,0.6575875486381323,69127.86
31.2,72.8,2.2,11.3,25.6,12.6,1.88,3.9,432,Poor,10.65,0.19469026548672566,23146.56
25.1,70.9,16.8,33.0,37.1,9.1,1.05,6.3,569,Moderate,24.950000000000003,0.5090909090909091,55221.45
30.8,53.5,9.2,15.4,27.5,7.9,1.04,10.8,220,Good,14.59,0.5974025974025974,13428.8
27.3,71.0,8.3,11.9,13.5,11.1,1.13,12.0,390,Good,10.7,0.6974789915966387,17912.700000000004
34.3,70.1,0.5,19.9,32.1,14.8,2.04,5.0,551,Poor,14.07,0.02512562814070352,38206.34000000001
26.8,63.3,1.7,5.3,17.3,2.0,0.92,11.3,481,Good,5.930000000000001,0.32075471698113206,13092.820000000002
51.4,108.7,2.1,20.6,27.1,11.8,2.03,2.6,744,Hazardous,13.620000000000001,0.10194174757281553,47340.72
37.9,84.7,8.4,38.0,48.7,3.4,2.05,3.8,729,Hazardous,24.840000000000003,0.2210526315789474,73300.95
22.0,51.1,26.0,27.3,23.0,8.2,1.03,14.4,384,Good,24.01,0.9523809523809523,32843.520000000004
25.5,66.7,45.1,51.2,18.8,3.7,0.92,10.4,574,Good,37.53,0.880859375,68719.28000000001
31.7,95.3,42.1,64.9,30.4,13.0,2.14,4.3,595,Poor,43.69,0.6486902927580893,90761.29999999999
24.3,42.3,2.3,9.7,26.4,5.6,1.1,10.1,558,Good,9.67,0.23711340206185566,25165.8
21.6,53.1,45.7,49.9,16.5,6.5,0.88,10.7,348,Good,37.199999999999996,0.9158316633266534,41579.03999999999
41.4,55.0,14.8,28.8,27.7,16.4,1.32,5.0,297,Moderate,21.740000000000002,0.513888888888889,26438.94
32.3,46.7,20.8,34.7,30.4,11.4,1.33,5.3,677,Moderate,25.950000000000003,0.5994236311239193,66772.51000000001
30.2,77.4,9.5,26.4,20.9,10.8,2.29,3.7,648,Poor,16.979999999999997,0.35984848484848486,45288.72
28.9,73.1,5.6,10.3,17.0,5.6,1.02,10.8,303,Good,9.290000000000001,0.5436893203883495,11974.560000000001
32.0,81.6,3.1,11.0,28.0,11.0,1.31,6.1,531,Moderate,11.24,0.2818181818181818,28891.710000000003
35.0,85.2,47.4,62.5,24.0,8.8,1.87,9.2,641,Moderate,43.39000000000001,0.7584,92669.37
39.3,77.8,60.6,78.3,23.8,10.9,2.74,6.2,665,Poor,53.580000000000005,0.7739463601532568,117266.10000000002
35.2,57.6,46.5,59.0,22.3,4.7,1.37,5.3,650,Moderate,41.23,0.788135593220339,87015.5
20.2,65.4,6.2,13.1,26.1,8.5,0.94,11.0,338,Good,12.48,0.4732824427480916,18535.920000000002
29.0,44.6,21.2,28.0,19.6,3.3,1.2,11.1,545,Good,21.130000000000003,0.7571428571428571,39948.5
23.5,61.4,10.9,17.5,14.3,4.4,0.87,14.3,443,Good,12.909999999999998,0.6228571428571429,21250.709999999995
26.7,56.6,6.8,23.6,28.6,13.8,1.67,6.2,546,Poor,16.900000000000002,0.28813559322033894,40660.62000000001
37.3,49.5,13.1,28.5,31.0,14.0,1.52,6.4,300,Moderate,21.389999999999997,0.45964912280701753,26435.999999999996
31.1,78.2,42.5,55.7,30.5,10.4,1.49,11.5,628,Moderate,40.85,0.763016157989228,88290.52000000002
15.5,64.8,19.6,23.4,25.5,4.6,0.91,11.1,230,Good,20.42,0.8376068376068377,17022.3
26.8,71.2,9.5,22.8,20.4,14.0,1.54,6.2,367,Moderate,16.12,0.41666666666666663,25044.079999999998
42.1,87.1,168.6,188.2,30.9,14.8,2.94,3.2,759,Hazardous,131.55999999999997,0.895855472901169,307728.95999999996
26.8,55.2,3.6,8.0,20.7,5.6,0.76,12.2,575,Good,8.54,0.45,22229.499999999996
22.9,68.2,1.6,7.3,22.8,3.3,1.06,12.7,356,Good,7.720000000000001,0.21917808219178084,12837.36
35.4,78.8,14.3,23.8,26.8,14.0,1.3,7.3,346,Moderate,19.619999999999997,0.6008403361344538,27749.2
21.7,53.7,9.6,17.2,26.1,5.8,0.97,10.2,536,Good,14.8,0.5581395348837209,31983.119999999995
20.5,80.3,12.6,25.9,33.0,11.4,1.44,6.1,433,Moderate,20.55,0.4864864864864865,36519.22
45.1,102.9,16.4,49.1,38.4,18.7,2.06,4.8,638,Hazardous,30.84,0.3340122199592668,79533.08
25.0,81.8,20.2,28.7,17.5,2.3,1.06,10.6,386,Good,20.419999999999998,0.7038327526132404,26927.359999999997
34.6,68.4,56.8,72.9,32.9,7.8,1.51,6.0,702,Poor,51.95,0.7791495198902605,120680.81999999999
32.2,70.9,37.9,56.7,37.8,16.2,1.54,4.8,388,Poor,41.35,0.6684303350970017,58254.31999999999
22.1,46.7,0.8,6.3,26.0,3.1,0.98,10.0,469,Good,7.720000000000001,0.126984126984127,17437.42
30.4,77.0,10.0,14.8,15.5,3.1,0.9,10.1,386,Good,11.850000000000001,0.6756756756756757,17099.800000000003
24.5,65.3,29.4,38.1,33.4,2.0,1.23,6.0,616,Moderate,30.069999999999997,0.7716535433070866,64144.08000000001
26.5,69.0,9.7,19.6,18.3,4.7,0.95,15.6,262,Good,13.89,0.4948979591836734,13951.5
24.1,60.7,12.6,17.7,22.8,5.3,1.02,12.7,403,Good,15.44,0.711864406779661,23946.26
26.0,54.4,2.3,10.6,21.1,4.6,1.09,10.9,344,Good,8.780000000000001,0.21698113207547168,13653.360000000002
25.8,64.7,3.3,8.4,26.6,4.3,0.98,10.2,226,Good,9.59,0.3928571428571428,9849.08
31.3,102.2,15.4,33.6,29.6,21.0,1.88,4.1,466,Poor,24.260000000000005,0.4583333333333333,47289.67999999999
36.2,58.4,2.0,14.7,22.9,5.9,1.17,5.5,533,Moderate,10.379999999999999,0.1360544217687075,24875.11
23.2,60.9,3.7,4.0,14.5,4.2,1.02,13.9,381,Good,6.0,0.925,10447.019999999999
26.5,64.6,36.9,37.9,20.8,5.0,0.98,13.0,359,Good,30.79,0.9736147757255936,36467.22
25.5,57.8,1.4,7.7,33.0,9.5,1.96,6.9,481,Moderate,10.42,0.1818181818181818,25762.36
32.4,66.1,9.1,16.0,13.9,4.6,1.02,11.4,283,Good,11.68,0.56875,12627.460000000001
21.5,45.8,8.2,11.2,23.2,2.4,1.12,10.4,585,Good,11.52,0.7321428571428571,26980.199999999997
39.2,68.0,4.0,18.4,30.2,16.8,1.77,3.8,763,Poor,14.84,0.2173913043478261,54302.71
30.7,85.3,26.1,34.1,24.6,9.8,1.59,5.6,602,Moderate,26.570000000000004,0.7653958944281525,57906.38
32.2,57.0,22.8,34.4,25.7,5.8,1.5,7.0,509,Moderate,25.159999999999997,0.6627906976744187,45911.8
24.9,56.1,20.9,28.4,24.9,10.3,1.3,9.5,542,Moderate,22.89,0.7359154929577465,46503.6
37.0,86.3,81.3,110.8,41.3,16.2,2.97,2.5,841,Hazardous,75.64,0.733754512635379,212411.36999999997
39.1,66.5,70.3,94.6,33.5,29.7,2.27,2.6,756,Hazardous,66.17,0.7431289640591966,174159.71999999997
29.0,74.0,2.2,15.0,22.3,10.5,1.72,10.2,703,Moderate,10.89,0.14666666666666667,36359.159999999996
35.7,50.3,1.2,13.7,20.8,5.9,1.63,6.2,463,Moderate,9.34,0.08759124087591241,20015.489999999998
28.6,45.6,56.8,64.8,30.2,7.0,1.42,7.6,681,Moderate,48.9,0.8765432098765432,109109.81999999998
28.9,44.2,5.6,10.9,19.7,4.5,1.03,18.0,333,Good,9.899999999999999,0.5137614678899082,13896.090000000002
24.7,72.4,6.1,15.2,24.9,3.1,0.94,13.7,221,Good,12.290000000000001,0.4013157894736842,11103.039999999999
43.3,95.1,20.3,53.0,37.9,21.0,2.08,6.3,581,Hazardous,33.7,0.38301886792452833,78016.68000000001
23.6,76.6,0.5,16.3,28.2,11.9,1.55,6.2,514,Moderate,11.92,0.03067484662576687,30043.300000000003
31.6,95.2,157.5,180.0,38.8,28.7,2.0,3.6,571,Poor,127.63000000000001,0.875,232397.0
25.1,68.4,5.4,11.9,15.0,1.2,1.03,13.7,203,Good,8.85,0.453781512605042,7009.59
36.0,70.2,12.5,41.9,30.7,16.0,1.79,4.6,624,Poor,25.310000000000002,0.2983293556085919,64203.36000000001
29.3,70.6,44.1,60.3,27.4,8.6,1.09,5.5,365,Moderate,42.07000000000001,0.7313432835820897,51643.850000000006
24.7,70.3,3.2,11.1,23.1,6.6,0.88,10.3,593,Good,9.89,0.2882882882882883,26613.84
23.0,51.2,17.3,22.3,13.6,2.5,0.84,13.2,444,Good,16.580000000000002,0.7757847533632287,25103.760000000002
32.0,68.1,5.3,10.9,24.9,6.7,0.87,11.9,327,Good,11.040000000000001,0.4862385321100917,15915.089999999998
25.4,63.2,10.7,16.0,17.9,2.2,0.93,12.7,560,Good,12.88,0.66875,26728.8
25.3,79.4,15.7,21.8,16.3,6.2,1.06,11.1,506,Good,16.700000000000003,0.720183486238532,30896.36
28.0,74.7,13.8,21.4,18.6,5.5,1.08,10.4,380,Good,16.21,0.6448598130841122,22944.4
23.7,55.9,27.7,37.2,16.2,2.1,1.03,12.1,307,Good,25.690000000000005,0.7446236559139784,25858.61
46.7,84.2,1.6,26.6,36.5,13.4,3.04,8.0,506,Hazardous,17.26,0.06015037593984962,41056.840000000004
20.7,66.4,26.3,29.6,23.2,0.8,0.98,14.4,520,Good,24.12,0.8885135135135135,42057.600000000006
29.0,100.2,69.8,85.0,26.5,17.0,1.95,4.9,641,Poor,60.42,0.8211764705882353,128360.25
40.8,100.7,23.3,39.7,49.3,31.9,2.78,11.2,671,Hazardous,34.28,0.5869017632241813,98623.57999999999
23.0,82.5,6.6,19.3,21.1,10.3,1.8,6.1,566,Moderate,13.68,0.34196891191709844,33450.6
23.9,49.8,3.2,8.9,16.4,7.4,1.0,11.1,237,Good,7.970000000000001,0.3595505617977528,8745.3
38.9,66.5,81.9,105.1,36.1,5.9,3.54,3.2,794,Hazardous,72.10000000000001,0.779257849666984,184636.75999999998
25.3,50.3,11.5,16.8,23.7,6.7,0.89,10.7,349,Good,15.05,0.6845238095238095,20796.91
29.8,74.7,34.9,40.7,7.4,3.3,0.94,11.1,369,Good,27.98,0.8574938574938574,32191.559999999998
32.1,59.4,8.2,13.3,22.8,2.0,1.16,10.2,396,Good,12.03,0.6165413533834586,18794.159999999996
32.9,56.9,44.2,55.4,19.5,8.5,1.33,9.3,612,Moderate,39.05,0.7978339350180507,78905.16
24.6,96.2,114.7,142.1,32.2,17.1,1.95,3.7,677,Poor,96.65999999999998,0.8071780436312457,208549.85
25.3,63.9,16.1,24.8,26.6,9.8,1.08,10.1,552,Good,20.180000000000003,0.6491935483870969,43265.76
33.3,51.4,9.6,20.7,20.7,16.0,1.48,5.8,542,Moderate,15.790000000000001,0.463768115942029,37116.16
21.3,79.2,28.9,32.9,16.9,3.0,0.98,12.2,372,Good,25.11,0.878419452887538,30756.959999999995
38.7,67.0,22.4,41.4,46.9,21.7,2.24,5.7,520,Hazardous,32.93,0.5410628019323671,70012.8
21.3,47.7,8.0,12.3,21.2,7.0,0.99,10.7,478,Good,11.83,0.6504065040650406,23656.22
43.2,98.2,6.1,32.9,42.3,19.8,2.26,4.1,797,Hazardous,22.749999999999996,0.18541033434650456,82377.92
28.0,50.9,1.0,6.3,23.0,5.3,0.87,13.2,381,Good,7.420000000000001,0.15873015873015872,13895.07
24.2,69.8,0.4,5.8,20.1,15.8,1.27,7.2,568,Moderate,7.5,0.06896551724137931,24634.160000000003
26.0,38.6,16.6,22.7,22.0,2.8,1.22,12.9,389,Good,18.130000000000003,0.7312775330396477,25409.479999999996
23.7,56.6,8.3,24.4,26.6,12.1,1.35,5.4,551,Moderate,17.17,0.34016393442622955,40085.25
34.4,87.9,216.9,240.0,50.7,15.3,2.53,4.3,578,Hazardous,170.42999999999998,0.90375,303698.54
41.4,66.1,15.1,31.6,28.7,19.4,1.65,5.9,776,Poor,23.2,0.4778481012658228,74845.2
46.5,101.4,94.5,122.4,29.8,20.2,3.09,4.1,584,Hazardous,82.50000000000001,0.7720588235294117,157674.15999999997
28.4,75.5,13.1,26.9,20.0,14.1,1.72,5.8,402,Moderate,18.72,0.48698884758364314,30479.639999999996
33.0,79.1,3.4,10.9,12.2,5.7,0.98,11.1,213,Good,7.640000000000001,0.3119266055045871,7067.34
31.1,78.8,54.2,63.7,38.3,9.1,1.47,7.6,488,Moderate,49.36,0.8508634222919937,81383.76000000001
21.8,59.9,21.0,22.6,23.5,5.2,0.94,10.0,318,Good,20.4,0.9292035398230087,23290.320000000003
32.0,51.9,43.7,55.7,24.3,12.1,1.41,5.1,461,Moderate,40.26,0.7845601436265709,63253.810000000005
38.9,90.0,28.7,41.1,31.6,15.8,1.71,7.1,666,Poor,31.71,0.6982968369829683,79194.05999999998
27.3,61.0,32.3,34.8,21.0,6.9,0.98,10.4,453,Good,28.25,0.9281609195402298,43478.94
37.3,70.1,4.6,17.8,34.8,12.0,1.73,3.6,609,Poor,15.34,0.2584269662921348,43196.369999999995
39.8,84.8,49.3,69.5,30.4,14.2,2.44,6.4,555,Hazardous,48.06999999999999,0.7093525179856115,92041.2
25.9,54.6,13.6,16.2,20.2,4.5,1.07,10.2,379,Good,14.79,0.8395061728395062,21061.03
23.4,72.5,12.1,19.8,18.6,4.4,1.01,18.2,578,Good,14.940000000000001,0.611111111111111,32315.98
34.1,55.0,12.0,30.7,28.3,22.7,1.64,3.4,684,Poor,21.94,0.39087947882736157,65212.560000000005
29.4,62.3,7.4,14.9,25.6,8.2,1.53,11.1,337,Moderate,13.370000000000001,0.4966442953020134,19421.31
24.5,60.1,5.4,12.5,27.4,5.4,0.98,10.5,476,Good,11.93,0.43200000000000005,24599.679999999997
29.8,44.0,30.2,31.6,23.9,2.6,0.99,18.6,322,Good,26.600000000000005,0.9556962025316456,28751.379999999994
22.8,72.8,16.8,25.2,23.0,2.1,1.15,10.3,502,Good,19.090000000000003,0.6666666666666667,34261.5
23.5,73.7,2.1,6.0,22.2,3.0,0.86,10.7,200,Good,7.38,0.35000000000000003,6831.999999999999
34.8,78.3,43.0,56.3,41.7,8.0,1.32,5.7,738,Poor,43.23,0.763765541740675,110936.15999999999
29.0,80.3,5.4,11.2,19.0,4.6,1.01,10.1,538,Good,9.780000000000001,0.4821428571428572,22170.98
22.5,81.5,2.0,15.3,27.8,14.7,1.75,5.0,492,Moderate,12.42,0.13071895424836602,30282.6
34.5,82.1,25.3,40.9,41.4,17.2,2.73,5.0,808,Hazardous,32.39,0.6185819070904646,103044.24
28.7,59.4,4.0,8.5,18.9,5.6,0.84,10.1,364,Good,8.49,0.47058823529411764,13773.760000000002
30.5,73.1,51.1,73.9,31.4,19.4,2.05,4.9,664,Poor,50.83,0.6914749661705006,118092.40000000001
32.7,50.3,26.8,40.9,22.0,8.1,1.68,9.1,417,Moderate,28.2,0.6552567237163814,41483.16
28.8,75.6,21.4,24.5,24.5,5.3,1.1,11.4,291,Good,21.340000000000003,0.873469387755102,22348.799999999996
30.5,54.0,6.3,14.5,29.0,7.9,1.54,5.8,391,Moderate,13.46,0.43448275862068964,23162.84
40.0,75.6,16.8,35.2,34.9,14.2,2.09,6.5,591,Poor,25.68,0.47727272727272724,60985.29
27.7,75.8,0.2,5.2,10.4,4.0,0.93,10.4,505,Good,4.12,0.038461538461538464,10468.65
31.7,54.2,16.8,26.0,32.6,11.2,1.76,5.8,514,Moderate,22.16,0.6461538461538462,45417.04
29.3,68.3,3.0,8.1,10.8,5.2,1.09,10.5,336,Good,6.3100000000000005,0.3703703703703704,9471.84
22.0,59.2,14.0,25.8,20.8,13.2,1.5,5.4,503,Moderate,18.82,0.5426356589147286,37875.9
21.6,75.4,32.4,44.1,34.8,15.7,1.09,3.5,580,Poor,34.72,0.7346938775510203,74292.2
30.4,60.8,57.8,78.2,37.7,13.7,1.79,3.8,631,Poor,55.489999999999995,0.7391304347826086,119378.88999999998
30.3,73.7,47.2,61.4,25.7,11.3,1.89,3.5,523,Poor,43.57,0.7687296416938112,77137.26999999999
29.6,71.8,14.3,23.4,31.9,19.9,1.42,8.6,571,Moderate,21.11,0.6111111111111112,51915.32
31.9,74.7,15.3,33.9,48.0,13.6,2.29,5.6,756,Poor,27.25,0.4513274336283186,85496.04000000001
28.8,66.7,7.6,10.6,16.4,5.1,1.25,13.3,460,Good,10.01,0.7169811320754716,18836.999999999996
32.2,87.1,48.1,64.2,29.7,15.3,1.44,5.3,666,Moderate,45.97,0.7492211838006231,105720.84000000001
24.2,56.3,9.6,16.3,15.3,5.0,1.04,12.9,387,Good,12.290000000000001,0.5889570552147239,18281.88
33.6,72.6,24.5,31.2,24.1,14.8,1.3,6.7,489,Moderate,25.46,0.7852564102564102,46895.1
40.0,63.6,83.0,114.7,49.1,15.5,2.53,2.9,767,Hazardous,78.98,0.7236268526591108,203124.61
31.3,64.4,3.9,6.9,26.4,5.0,0.97,10.6,315,Good,9.41,0.5652173913043478,13598.550000000001
39.7,67.9,35.7,39.0,33.1,8.8,1.73,7.3,617,Poor,33.480000000000004,0.9153846153846155,73009.61
26.4,62.1,7.1,10.1,19.2,5.9,1.06,12.2,437,Good,10.299999999999999,0.7029702970297029,18948.32
21.4,62.6,5.3,10.8,14.3,3.5,0.93,14.7,391,Good,8.57,0.4907407407407407,13618.530000000002
30.5,77.1,14.0,23.8,32.3,12.4,1.8,6.9,357,Moderate,20.439999999999998,0.5882352941176471,30095.1
19.7,41.0,3.1,5.5,14.3,1.3,1.08,10.3,509,Good,5.88,0.5636363636363636,12867.52
24.0,43.8,13.6,18.3,24.2,7.2,0.88,10.1,477,Good,16.49,0.7431693989071038,30613.859999999997
36.8,69.6,21.8,35.1,36.0,4.3,2.45,4.8,729,Poor,26.88,0.621082621082621,72644.85
25.8,40.3,2.2,6.6,24.1,8.2,0.99,10.6,438,Good,8.5,0.33333333333333337,18435.420000000002
35.0,61.0,15.4,29.4,31.8,40.7,2.66,4.8,733,Hazardous,25.41,0.5238095238095238,87930.68
49.1,93.0,57.2,85.2,36.9,22.3,2.77,3.6,623,Hazardous,58.05,0.6713615023474179,127322.51000000002
28.7,81.0,17.8,28.2,23.5,12.0,1.42,10.5,352,Moderate,21.48,0.6312056737588653,29187.84
45.6,78.7,3.4,25.3,34.0,11.5,2.41,2.5,503,Hazardous,16.9,0.13438735177865613,38534.83
27.1,67.9,30.7,41.4,18.9,3.9,0.94,11.4,563,Good,28.870000000000005,0.7415458937198067,53957.920000000006
31.6,52.0,0.7,13.8,28.7,12.1,1.45,6.5,549,Moderate,11.370000000000001,0.05072463768115942,31155.75
32.2,78.1,0.4,6.2,26.7,13.8,1.64,5.1,540,Moderate,8.74,0.06451612903225806,26319.600000000002
31.5,85.2,11.3,21.9,26.6,9.1,1.2,5.2,676,Moderate,17.32,0.5159817351598174,47387.600000000006
41.6,86.7,51.4,76.8,30.1,27.7,2.27,6.8,744,Hazardous,52.39000000000001,0.6692708333333334,140072.87999999998
25.2,66.6,21.7,30.7,28.0,3.4,1.12,13.5,283,Good,23.830000000000002,0.7068403908794788,24032.36
27.3,75.6,2.1,7.7,24.4,14.2,2.12,6.7,665,Poor,9.450000000000001,0.2727272727272727,33595.799999999996
32.3,77.3,28.8,54.3,21.8,11.2,2.21,5.0,478,Poor,33.29,0.5303867403314918,56552.17999999999
